74 -58.0985 -67.746 -67.746 627.407 14.4014 148 855 474.554
75 -62.0811 -67.746 -67.746 493.738 -35.1281 250 1246 454.553
76 -68.9142 -68.9142 -68.9142 447.169 -33.156 216 826 4382
77 -62.9964 -68.9142 -68.9142 502.391 -23.3277 292 882 480.65
78 -68.0779 -68.9142 -68.9142 396.598 -37.5739 156 854 416.653
79 -62.794 -68.9142 -68.9142 522.19 -36.6644 259 858 427.852
80 -60.5288 -68.9142 -68.9142 374.335 -39.313 214 963 418.752
81 -72.1158 -72.1158 -72.1158 276.644 -41.65 184 993 387.13
82 -75.0581 -75.0581 -75.0581 299.714 -42.778 200 480 301.553
83 -74.1638 -75.0581 -75.0581 327.239 -45.7142 160 671 320.83
84 -67.2237 -75.0581 -75.0581 261.561 -50.8351 148 457 288.353
85 -73.7963 -75.0581 -75.0581 135.732 -54.6941 134 1083 2992
86 -74.5585 -75.0581 -75.0581 211.859 -55.0119 101 927 271.552
87 -73.893 -75.0581 -75.0581 153.603 -56.7618 135 574 256.452
88 -73.8275 -75.0581 -75.0581 37.9879 -67.9958 123 359 188.92
89 -73.8022 -75.0581 -75.0581 39.9487 -63.2127 103 353 202.652
90 -75.6037 -75.6037 -75.6037 119.647 -63.1003 117 596 227.652
91 -75.9632 -75.9632 -75.9632 9.72881 -69.7443 92 325 170.42
92 -75.5074 -75.9632 -75.9632 1.06002 -69.6293 104 323 1762
93 -75.7044 -75.9632 -75.9632 49.6362 -69.5632 116 374 185.553
94 -75.8876 -75.9632 -75.9632 -27.7382 -67.8335 102 394 176.22
95 -75.6164 -75.9632 -75.9632 -3.39579 -70.1461 118 293 160.652
96 -76.0715 -76.0715 -76.0715 -4.22793 -72.7862 99 279 168.252
97 -76.2465 -76.2465 -76.2465 -2.64676 -70.614 98 343 152.12
98 -76.1007 -76.2465 -76.2465 -54.7761 -72.5408 104 243 139.22
99 -76.003 -76.2465 -76.2465 -27.5146 -70.2226 101 468 175.653
100 -76.2922 -76.2922 -76.2922 13.2088 -69.3127 92 1055 187.352
101 -76.2003 -76.2922 -76.2922 -26.2694 -69.9217 97 486 1702
102 -72.6948 -72.6948 -76.2922 1263.36 219.956 5 994 485.853
103 -59.8577 -72.6948 -76.2922 1341.62 208.064 121 797 496.953
104 -58.8546 -72.6948 -76.2922 1292.12 203.488 97 1066 473.453
105 -49.6274 -72.6948 -76.2922 1217.17 -10.0125 370 1261 644.354
106 -46.9594 -72.6948 -76.2922 973.632 106.157 271 1136 530.42
107 -65.1479 -72.6948 -76.2922 1043.89 185.003 96 957 463.654
108 -49.1278 -72.6948 -76.2922 1208.87 124.551 196 1218 575.652
109 -46.5928 -72.6948 -76.2922 1395.49 120.917 30 1067 602.22
110 -41.0107 -72.6948 -76.2922 1316.07 148.302 120 1429 578.62
111 -47.1026 -72.6948 -76.2922 1184.82 32.0444 168 1020 599.952
112 -55.0623 -72.6948 -76.2922 983.146 72.6611 78 1026 485.352
113 -62.1577 -72.6948 -76.2922 1231.19 53.1771 225 1126 609.354
114 -57.7942 -72.6948 -76.2922 1005.53 131.737 115 756 443.558
115 -52.0353 -72.6948 -76.2922 1071.93 144.687 42 1035 504.52
116 -46.932 -72.6948 -76.2922 1090.95 145.993 118 1158 560.252
117 -60.2938 -72.6948 -76.2922 1156.14 61.7009 283 1194 521.853
118 -62.8484 -72.6948 -76.2922 1119.97 50.5486 231 983 543.53
119 -56.0895 -72.6948 -76.2922 741.669 -23.9663 315 1501 545.52
120 -54.2307 -72.6948 -76.2922 616.611 5.60982 265 1210 559.44
121 -50.5929 -72.6948 -76.2922 769.786 -31.7109 310 1203 517.052
122 -57.7689 -72.6948 -76.2922 709.995 -33.6785 208 1565 551.752
123 -59.7871 -72.6948 -76.2922 760.849 -27.9326 234 868 530.42
124 -50.2716 -72.6948 -76.2922 809.138 -33.099 283 1317 519.72
125 -52.4398 -72.6948 -76.2922 482.802 -23.5614 205 751 451.52
126 -54.0964 -72.6948 -76.2922 552.147 -31.5374 184 799 466.452
